_id,_full_text,ID_UEV,CIVIQUE_DEBUT,CIVIQUE_FIN,NOM_RUE,SUITE_DEBUT,MUNICIPALITE,ETAGE_HORS_SOL,NOMBRE_LOGEMENT,ANNEE_CONSTRUCTION,CODE_UTILISATION,LETTRE_DEBUT,LETTRE_FIN,LIBELLE_UTILISATION,CATEGORIE_UEF,MATRICULE83,SUPERFICIE_TERRAIN,SUPERFICIE_BATIMENT,NO_ARROND_ILE_CUM
5544,"-000':18 '-0000':19 '-4':17 '-57':15 '-8791':16 '01041762':1 '1000':11 '1154':21 '1957':10 '3':8 '34':9 '3960':2,3 '50':7 '508':20 '9841':14 'clark':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13",1041762,3960,3960,rue Clark  ,,50,3,34,1957,1000,,,Logement,Régulier,9841-57-8791-4-000-0000,508,1154,Arrondissement du Plateau-Mont-Royal (Montréal)
5602,"-000':18 '-0000':19 '-1500':16 '-7':17 '-72':15 '01037502':1 '1000':11 '1951':10 '3126':21 '3425':2,3 '36':9 '5':8 '50':7 '832':20 '9840':14 'logement':12 'mtl':6 'rem19':22 'rue':4 'régulier':13 'stanley':5",1037502,3425,3425,rue Stanley  ,,50,5,36,1951,1000,,,Logement,Régulier,9840-72-1500-7-000-0000,832,3126,Arrondissement de Ville-Marie (Montréal)
5624,-000':18 '-0000':19 '-3':17 '-8272':16 '-97':15 '01038099':1 '1000':11 '1936':10 '26':9 '3':8 '3454':2 '3456':3 '50':7 '509':20 '916':21 '9840':14 'aylmer':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13,1038099,3454,3456,rue Aylmer  ,,50,3,26,1936,1000,,,Logement,Régulier,9840-97-8272-3-000-0000,509,916,Arrondissement du Plateau-Mont-Royal (Montréal)
5667,"-000':18 '-0000':19 '-37':15 '-4':17 '-5883':16 '01010891':1 '1000':11 '1107':20 '1928':10 '26':9 '29':7 '3226':21 '4':8 '6':2,3 '9737':14 'logement':12 'park':4 'place':5 'rem99':22 'régulier':13 'wmt':6",1010891,6,6,Park Place  ,,29,4,26,1928,1000,,,Logement,Régulier,9737-37-5883-4-000-0000,1107,3226,(Westmount)
5719,"-000':21 '-0000':22 '-3178':19 '-43':18 '-5':20 '01006590':1 '1000':14 '1933':13 '24':12 '2432':24 '29':10 '3':11 '3035':2,3 '969':23 '9838':17 'antoin':7 'logement':15 'ouest':8 'rem99':25 'rue':4 'régulier':16 'saint':6 'saint-antoin':5 'wmt':9",1006590,3035,3035,rue Saint-Antoine Ouest  ,,29,3,24,1933,1000,,,Logement,Régulier,9838-43-3178-5-000-0000,969,2432,(Westmount)
6280,-000':20 '-0000':21 '-83':17 '-9':19 '-9794':18 '01048523':1 '1000':13 '1909':22 '1972':12 '2214':23 '2325':2 '2365':3 '3':10 '30':11 '50':9 '9838':16 'avenu':4 'groulx':7 'lionel':6 'lionel-groulx':5 'logement':14 'mtl':8 'rem20':24 'régulier':15,1048523,2325,2365,avenue Lionel-Groulx  ,,50,3,30,1972,1000,,,Logement,Régulier,9838-83-9794-9-000-0000,1909,2214,Arrondissement du Sud-Ouest (Montréal)
6325,-000':18 '-0000':19 '-13':15 '-2253':16 '-8':17 '01048096':1 '1000':11 '1536':20 '1864':21 '1900':10 '2208':2 '2240':3 '3':8 '30':9 '50':7 '9938':14 'logement':12 'mtl':6 'rem20':22 'rue':4 'régulier':13 'workman':5,1048096,2208,2240,rue Workman  ,,50,3,30,1900,1000,,,Logement,Régulier,9938-13-2253-8-000-0000,1536,1864,Arrondissement du Sud-Ouest (Montréal)
6407,"-000':20 '-0000':21 '-3982':18 '-5':19 '-96':17 '03073115':1 '1000':13 '1032':23 '1950':12 '20':11 '3':10 '3765':2,3 '50':9 '652':22 '9439':16 'avenu':4 'kevin':7 'logement':14 'mtl':8 'rem34':24 'régulier':15 'saint':6 'saint-kevin':5",3073115,3765,3765,avenue Saint-Kevin  ,,50,3,20,1950,1000,,,Logement,Régulier,9439-96-3982-5-000-0000,652,1032,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
6472,-000':18 '-0000':19 '-2':17 '-7793':16 '-93':15 '04017274':1 '1000':11 '1545':21 '1971':10 '2250':20 '25':9 '3':8 '50':7 '8240':14 '8672':2 '8676':3 'anthoni':5 'logement':12 'pfd':6 'rem31':22 'rue':4 'régulier':13,4017274,8672,8676,rue Anthony  ,,50,3,25,1971,1000,,,Logement,Régulier,8240-93-7793-2-000-0000,2250,1545,Arrondissement de Pierrefonds - Roxboro (Montréal)
6581,-000':18 '-0000':19 '-0729':16 '-6':17 '-79':15 '01010996':1 '100':2 '1000':11 '110':3 '1974':10 '23':9 '2695':20 '2761':21 '29':7 '3':8 '9737':14 'avenu':4 'hillsid':5 'logement':12 'rem99':22 'régulier':13 'wmt':6,1010996,100,110,avenue Hillside  ,,29,3,23,1974,1000,,,Logement,Régulier,9737-79-0729-6-000-0000,2695,2761,(Westmount)
6613,"-000':19 '-0000':20 '-1':18 '-7506':17 '-79':16 '01003342':1 '1000':12 '1679':22 '1963':11 '32':10 '330':2,3 '4':9 '50':8 '511':21 '9742':15 'avenu':4 'est':6 'laurier':5 'logement':13 'mtl':7 'rem21':23 'régulier':14",1003342,330,330,avenue Laurier Est  ,,50,4,32,1963,1000,,,Logement,Régulier,9742-79-7506-1-000-0000,511,1679,Arrondissement du Plateau-Mont-Royal (Montréal)
6648,-000':20 '-0000':21 '-3':19 '-64':17 '-8473':18 '01015788':1 '1000':13 '1103':22 '1954':12 '28':11 '3':10 '3326':23 '4201':2 '4205':3 '50':9 '9842':16 'deni':7 'logement':14 'mtl':8 'rem21':24 'rue':4 'régulier':15 'saint':6 'saint-deni':5,1015788,4201,4205,rue Saint-Denis  ,,50,3,28,1954,1000,,,Logement,Régulier,9842-64-8473-3-000-0000,1103,3326,Arrondissement du Plateau-Mont-Royal (Montréal)
6742,-000':20 '-0000':21 '-5':19 '-58':17 '-6394':18 '01040550':1 '1000':13 '1908':12 '24':11 '2989':23 '4':10 '400':2 '410':3 '50':9 '890':22 '9941':16 'est':6 'logement':14 'mte':7 'mtl':8 'rem19':24 'rue':4 'régulier':15 'sherbrook':5,1040550,400,410,rue Sherbrooke Est  ,,50,4,24,1908,1000,,,Logement,Régulier,9941-58-6394-5-000-0000,890,2989,Arrondissement de Ville-Marie (Montréal)
6894,"-00':16 '-000':19 '-0000':20 '-2282':17 '-4':18 '01017911':1 '1000':12 '1097':22 '1969':11 '24':10 '379':21 '4':9 '4257':2,3 '50':8 '9943':15 'brébeuf':6 'de':5 'logement':13 'mtl':7 'rem21':23 'rue':4 'régulier':14",1017911,4257,4257,rue De Brébeuf  ,,50,4,24,1969,1000,,,Logement,Régulier,9943-00-2282-4-000-0000,379,1097,Arrondissement du Plateau-Mont-Royal (Montréal)
7032,"-000':21 '-0000':22 '-0775':19 '-1':20 '-19':18 '01037767':1 '1000':14 '1933':13 '2199':24 '2325':2,3 '26':12 '5':11 '50':10 '816':23 '9838':17 'boulevard':4 'de':5 'logement':15 'maisonneuv':6 'mtl':8 'ouest':7 'rem19':25 'régulier':16 'wmt':9",1037767,2325,2325,boulevard De Maisonneuve Ouest  ,,50,5,26,1933,1000,,,Logement,Régulier,9838-19-0775-1-000-0000,816,2199,Arrondissement de Ville-Marie (Montréal)
7110,-000':21 '-0000':22 '-0170':19 '-2':20 '-74':18 '01008389':1 '1000':14 '1206':23 '1931':13 '2234':24 '26':12 '29':10 '3':11 '4275':2 '4277':3 '9738':17 'boulevard':4 'de':5 'logement':15 'maisonneuv':6 'mtl':8 'ouest':7 'rem99':25 'régulier':16 'wmt':9,1008389,4275,4277,boulevard De Maisonneuve Ouest  ,,29,3,26,1931,1000,,,Logement,Régulier,9738-74-0170-2-000-0000,1206,2234,(Westmount)
7153,"-0':17 '-000':18 '-0000':19 '-50':15 '-8977':16 '03062688':1 '1000':11 '1486':20 '1498':21 '1958':10 '2095':2,3 '27':9 '3':8 '50':7 '9536':14 'boulevard':5 'grand':4 'logement':12 'mtl':6 'rem34':22 'régulier':13",3062688,2095,2095,Grand Boulevard  ,,50,3,27,1958,1000,,,Logement,Régulier,9536-50-8977-0-000-0000,1486,1498,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
7285,-000':18 '-0000':19 '-7711':16 '-8':17 '-85':15 '01036878':1 '1000':11 '1006':21 '1225':2 '1229':3 '1922':10 '28':9 '3':8 '447':20 '50':7 '9839':14 'logement':12 'mackay':5 'mtl':6 'rem19':22 'rue':4 'régulier':13,1036878,1225,1229,rue Mackay  ,,50,3,28,1922,1000,,,Logement,Régulier,9839-85-7711-8-000-0000,447,1006,Arrondissement de Ville-Marie (Montréal)
7351,"-000':18 '-0000':19 '-1':17 '-2422':16 '-50':15 '0042':14 '01040360':1 '1000':11 '1240':2,3 '1964':10 '24':9 '368':20 '4':8 '50':7 '963':21 'beaudri':5 'logement':12 'mtl':6 'rem19':22 'rue':4 'régulier':13",1040360,1240,1240,rue Beaudry  ,,50,4,24,1964,1000,,,Logement,Régulier,0042-50-2422-1-000-0000,368,963,Arrondissement de Ville-Marie (Montréal)
7441,"-000':22 '-0000':23 '-23':19 '-7856':20 '-8':21 '01019504':1 '0143':18 '1000':15 '1281':25 '1963':14 '2560':2,3 '32':13 '4':12 '457':24 '50':11 'catherin':7 'est':8 'logement':16 'mte':9 'mtl':10 'rem19':26 'rue':4 'régulier':17 'saint':6 'sainte-catherin':5",1019504,2560,2560,rue Sainte-Catherine Est  ,,50,4,32,1963,1000,,,Logement,Régulier,0143-23-7856-8-000-0000,457,1281,Arrondissement de Ville-Marie (Montréal)
7604,-000':24 '-0000':25 '-05':21 '-3647':22 '-8':23 '01039310':1 '1000':17 '1933':16 '1964':26 '35':15 '4':14 '4095':2 '4099':3 '4367':27 '50':13 '9739':20 'chemin':4 'côte':8 'côte-des-neig':7 'de':5 'des':9 'la':6 'logement':18 'mtl':11 'neig':10 'rem19':28 'régulier':19 'wmt':12,1039310,4095,4099,chemin de la Côte-des-Neiges  ,,50,4,35,1933,1000,,,Logement,Régulier,9739-05-3647-8-000-0000,1964,4367,Arrondissement de Ville-Marie (Montréal)
8213,"-000':20 '-0000':21 '-2669':18 '-5':19 '-52':17 '05054599':1 '1000':13 '1095':22 '1969':12 '2560':23 '31':11 '3475':2,3 '4':10 '50':9 '8933':16 'franko':7 'ivan':6 'ivan-franko':5 'lch':8 'logement':14 'rem27':24 'rue':4 'régulier':15",5054599,3475,3475,rue Ivan-Franko  ,,50,4,31,1969,1000,,,Logement,Régulier,8933-52-2669-5-000-0000,1095,2560,Arrondissement de Lachine (Montréal)
8406,-0':20 '-000':21 '-0000':22 '-07':18 '-4501':19 '01044975':1 '1000':13 '1880':12 '1965':2 '2007':3 '2499':23 '3':10 '35':11 '3689':24 '50':9 '9938':17 'b':14 'jacqu':7 'logement':15 'mtl':8 'rem20':25 'rue':4 'régulier':16 'saint':6 'saint-jacqu':5,1044975,1965,2007,rue Saint-Jacques  ,,50,3,35,1880,1000,,B,Logement,Régulier,9938-07-4501-0-000-0000,2499,3689,Arrondissement du Sud-Ouest (Montréal)
8428,-000':20 '-0000':21 '-05':17 '-6':19 '-8758':18 '01041284':1 '1000':13 '1973':12 '1990':23 '20':11 '2135':2 '2185':3 '2395':22 '3':10 '50':9 '9938':16 'avenu':4 'groulx':7 'lionel':6 'lionel-groulx':5 'logement':14 'mtl':8 'rem20':24 'régulier':15,1041284,2135,2185,avenue Lionel-Groulx  ,,50,3,20,1973,1000,,,Logement,Régulier,9938-05-8758-6-000-0000,2395,1990,Arrondissement du Sud-Ouest (Montréal)
8758,"-000':20 '-0000':21 '-69':17 '-7':19 '-7249':18 '01003116':1 '1000':13 '1994':12 '3638':23 '3916':22 '4':10 '40':11 '444':2,3 '50':9 '9936':16 'de':5 'la':6 'logement':14 'poudrièr':7 'rem12':24 'rue':4 'régulier':15 'vrd':8",1003116,444,444,rue de la Poudrière  ,,50,4,40,1994,1000,,,Logement,Régulier,9936-69-7249-7-000-0000,3916,3638,Arrondissement de Verdun (Montréal)
8765,"-0':19 '-000':20 '-0000':21 '-4842':18 '-85':17 '01035854':1 '1000':13 '1289':23 '1990':12 '22':11 '3':10 '50':9 '790':22 '800':2,3 '9737':16 'ferdinand':7 'logement':14 'mtl':8 'rem20':24 'rue':4 'régulier':15 'saint':6 'saint-ferdinand':5",1035854,800,800,rue Saint-Ferdinand  ,,50,3,22,1990,1000,,,Logement,Régulier,9737-85-4842-0-000-0000,790,1289,Arrondissement du Sud-Ouest (Montréal)
8881,"-000':18 '-0000':19 '-2':17 '-35':15 '-5328':16 '01042031':1 '1000':11 '1959':10 '22':9 '252':20 '3428':2,3 '4':8 '50':7 '856':21 '9941':14 'avenu':4 'colonial':5 'logement':12 'mtl':6 'rem21':22 'régulier':13",1042031,3428,3428,avenue Coloniale  ,,50,4,22,1959,1000,,,Logement,Régulier,9941-35-5328-2-000-0000,252,856,Arrondissement du Plateau-Mont-Royal (Montréal)
8896,"-000':21 '-0000':22 '-23':18 '-8524':19 '-9':20 '01008335':1 '1000':14 '1702':23 '1961':13 '29':10 '32':12 '4350':2,3 '4934':24 '6':11 '9738':17 'logement':15 'mtl':7 'mto':8 'ouest':6 'rem99':25 'rue':4 'régulier':16 'sherbrook':5 'wmt':9",1008335,4350,4350,rue Sherbrooke Ouest  ,,29,6,32,1961,1000,,,Logement,Régulier,9738-23-8524-9-000-0000,1702,4934,(Westmount)
8911,"-000':28 '-0000':29 '-06':25 '-3':27 '-6040':26 '01041892':1 '1912':12 '24':11 '2699':13 '3587':31 '3653':2 '3655':3 '4':10 '50':9 '906':30 '9941':24 'accessoir':17 'autr':21 'b':14 'boulevard':4 'd':16,20 'et':19 'industri':15 'laurent':7 'mtl':8 'rem21':32 'régulier':23 'saint':6 'saint-laur':5 'vestimentair':18 'vêtement':22",1041892,3653,3655,boulevard Saint-Laurent  ,,50,4,24,1912,2699,B,,Industrie d'accessoires vestimentaires et d'autres vêtements,Régulier,9941-06-6040-3-000-0000,906,3587,Arrondissement du Plateau-Mont-Royal (Montréal)
9161,"-000':18 '-0000':19 '-1482':16 '-16':15 '-9':17 '03012243':1 '1000':11 '1248':21 '1970':10 '23':9 '3':8 '50':7 '6520':2,3 '687':20 '9744':14 'fabr':5 'logement':12 'mtl':6 'rem24':22 'rue':4 'régulier':13",3012243,6520,6520,rue Fabre  ,,50,3,23,1970,1000,,,Logement,Régulier,9744-16-1482-9-000-0000,687,1248,Arrondissement de Rosemont - La Petite-Patrie
9167,-000':20 '-0000':21 '-39':17 '-6921':18 '-9':19 '01005956':1 '1000':13 '1397':23 '1420':2 '1440':3 '1470':22 '20':11 '2006':12 '3':10 '50':9 '9835':16 'avenu':4 'de':5 'l':6 'logement':14 'mtl':8 'rem20':24 'régulier':15 'église':7,1005956,1420,1440,avenue de l' Église  ,,50,3,20,2006,1000,,,Logement,Régulier,9835-39-6921-9-000-0000,1470,1397,Arrondissement du Sud-Ouest (Montréal)
9187,"-000':22 '-0000':23 '-23':19 '-6':21 '-9583':20 '01019503':1 '0143':18 '1000':15 '1536':24 '1988':14 '2388':25 '2580':2,3 '31':13 '4':12 '50':11 'catherin':7 'est':8 'logement':16 'mte':9 'mtl':10 'rem19':26 'rue':4 'régulier':17 'saint':6 'sainte-catherin':5",1019503,2580,2580,rue Sainte-Catherine Est  ,,50,4,31,1988,1000,,,Logement,Régulier,0143-23-9583-6-000-0000,1536,2388,Arrondissement de Ville-Marie (Montréal)
9287,"-000':20 '-0000':21 '-4':19 '-4965':18 '-97':17 '01043085':1 '1000':13 '1928':12 '30':11 '3223':23 '4':10 '50':9 '55':2,3 '831':22 '9841':16 'avenu':4 'des':5 'est':7 'logement':14 'mtl':8 'pin':6 'rem21':24 'régulier':15",1043085,55,55,avenue des Pins Est  ,,50,4,30,1928,1000,,,Logement,Régulier,9841-97-4965-4-000-0000,831,3223,Arrondissement du Plateau-Mont-Royal (Montréal)
9436,"-000':19 '-0000':20 '-2':18 '-3753':17 '-67':16 '01004499':1 '1000':11 '1619':2,3 '1771':21 '1906':10 '24':9 '3':8 '4418':22 '50':7 '9938':15 'b':12 'logement':13 'mtl':6 'rem20':23 'rue':4 'régulier':14 'william':5",1004499,1619,1619,rue William  ,,50,3,24,1906,1000,,B,Logement,Régulier,9938-67-3753-2-000-0000,1771,4418,Arrondissement du Sud-Ouest (Montréal)
9814,"-000':18 '-0000':19 '-68':15 '-7006':16 '-9':17 '01022723':1 '1000':11 '1180':21 '1962':10 '24':9 '3':8 '4165':2,3 '50':7 '757':20 '9943':14 'logement':12 'mtl':6 'parthenai':5 'rem21':22 'rue':4 'régulier':13",1022723,4165,4165,rue Parthenais  ,,50,3,24,1962,1000,,,Logement,Régulier,9943-68-7006-9-000-0000,757,1180,Arrondissement du Plateau-Mont-Royal (Montréal)
9959,"-000':19 '-0000':20 '-0569':17 '-6':18 '-64':16 '01007628':1 '1000':11 '1265':21 '1938':10 '25':9 '29':7 '3':8 '335':2,3 '683':22 '9738':15 'avenu':4 'clark':5 'logement':13 'rem99':23 'régulier':14 'wmt':6",1007628,335,335,avenue Clarke  ,,29,3,25,1938,1000,,A,Logement,Régulier,9738-64-0569-6-000-0000,1265,683,(Westmount)
10263,-000':18 '-0000':19 '-1014':16 '-8':17 '-98':15 '01041285':1 '1000':11 '1971':2 '1972':10 '2011':3 '2101':20 '2189':21 '28':9 '3':8 '50':7 '9838':14 'coursol':5 'logement':12 'mtl':6 'rem20':22 'régulier':13 'terrass':4,1041285,1971,2011,terrasse Coursol  ,,50,3,28,1972,1000,,,Logement,Régulier,9838-98-1014-8-000-0000,2101,2189,Arrondissement du Sud-Ouest (Montréal)
10280,"-000':20 '-0000':21 '-6':19 '-6149':18 '-91':17 '01010097':1 '1000':13 '1417':22 '1908':12 '2611':23 '29':9,11 '3':10 '438':2 '440':3 '9638':16 'avenu':4 'logement':14 'mount':6 'mount-stephen':5 'rem99':24 'régulier':15 'stephen':7 'wmt':8",1010097,438,440,avenue Mount-Stephen  ,,29,3,29,1908,1000,,,Logement,Régulier,9638-91-6149-6-000-0000,1417,2611,(Westmount)
10332,"-000':19 '-0000':20 '-2959':17 '-62':16 '-7':18 '03035023':1 '1000':12 '1466':2,3 '1953':11 '2000':22 '23':10 '3':9 '50':8 '938':21 '9542':15 'avenu':4 'ducharm':5 'logement':13 'mtl':6 'rem05':23 'régulier':14",3035023,1466,1466,avenue Ducharme  ,,50,3,23,1953,1000,,,Logement,Régulier,9542-62-2959-7-000-0000,938,2000,Arrondissement d'Outremont (Montréal)
10550,-000':23 '-0000':24 '-4':22 '-56':20 '-8610':21 '01019326':1 '1511':12 '1885':11 '20':10 '2447':2 '2451':3 '3':9 '389':26 '496':25 '50':8 '9937':19 'chambr':15 'de':14 'et':16 'grand':5 'maison':13 'mtl':7 'pension':17 'rem20':27 'rue':4 'régulier':18 'trunk':6,1019326,2447,2451,rue Grand Trunk  ,,50,3,20,1885,1511,,,Maison de chambres et pension,Régulier,9937-56-8610-4-000-0000,496,389,Arrondissement du Sud-Ouest (Montréal)
10642,-000':19 '-0000':20 '-2':18 '-61':16 '-7359':17 '01017254':1 '1000':12 '1790':21 '1971':11 '1998':22 '24':10 '3':9 '3525':2 '3575':3 '50':8 '9634':15 'boulevard':4 'des':5 'logement':13 'mtl':7 'rem20':23 'régulier':14 'trinitair':6,1017254,3525,3575,boulevard des Trinitaires  ,,50,3,24,1971,1000,,,Logement,Régulier,9634-61-7359-2-000-0000,1790,1998,Arrondissement du Sud-Ouest (Montréal)
10643,-000':19 '-0000':20 '-5640':17 '-6':18 '-71':16 '01017256':1 '1000':12 '1828':21 '1971':11 '1982':22 '24':10 '3':9 '3425':2 '3475':3 '50':8 '9634':15 'boulevard':4 'des':5 'logement':13 'mtl':7 'rem20':23 'régulier':14 'trinitair':6,1017256,3425,3475,boulevard des Trinitaires  ,,50,3,24,1971,1000,,,Logement,Régulier,9634-71-5640-6-000-0000,1828,1982,Arrondissement du Sud-Ouest (Montréal)
10899,"-000':20 '-0000':21 '-21':17 '-8':19 '-9977':18 '0042':16 '01040665':1 '1000':13,23 '1231':2,3 '1923':12 '250':22 '35':11 '4':10 '50':9 'boulevard':4 'de':5 'est':7 'logement':14 'maisonneuv':6 'mtl':8 'rem19':24 'régulier':15",1040665,1231,1231,boulevard De Maisonneuve Est  ,,50,4,35,1923,1000,,,Logement,Régulier,0042-21-9977-8-000-0000,250,1000,Arrondissement de Ville-Marie (Montréal)
11356,-000':20 '-0000':21 '-09':17 '-1':19 '-1898':18 '01017749':1 '1000':13 '1919':12 '3035':23 '4':10 '40':11 '4215':2 '4229':3 '50':9 '870':22 '9942':16 'de':5 'la':6 'logement':14 'mtl':8 'rem21':24 'roch':7 'rue':4 'régulier':15,1017749,4215,4229,rue De La Roche  ,,50,4,40,1919,1000,,,Logement,Régulier,9942-09-1898-1-000-0000,870,3035,Arrondissement du Plateau-Mont-Royal (Montréal)
11357,"-00':16 '-000':19 '-0000':20 '-4317':17 '-6':18 '01017751':1 '1000':12 '1302':22 '1967':11 '28':10 '379':21 '4':9 '4220':2,3 '50':8 '9943':15 'brébeuf':6 'de':5 'logement':13 'mtl':7 'rem21':23 'rue':4 'régulier':14",1017751,4220,4220,rue De Brébeuf  ,,50,4,28,1967,1000,,,Logement,Régulier,9943-00-4317-6-000-0000,379,1302,Arrondissement du Plateau-Mont-Royal (Montréal)
11361,-000':19 '-0000':20 '-44':16 '-5':18 '-6958':17 '01019366':1 '1000':12 '1982':11 '2':9 '26':10 '2630':2 '2645':22 '2690':3 '50':8 '7251':21 '9937':15 'grand':5 'logement':13 'mtl':7 'rem20':23 'rue':4 'régulier':14 'trunk':6,1019366,2630,2690,rue Grand Trunk  ,,50,2,26,1982,1000,,,Logement,Régulier,9937-44-6958-5-000-0000,7251,2645,Arrondissement du Sud-Ouest (Montréal)
11454,"-0':17 '-000':18 '-0000':19 '-3561':16 '-76':15 '0037':14 '01020298':1 '1000':11 '1909':21 '1963':10 '27':9 '280':2,3 '4':8 '50':7 '996':20 'charon':5 'logement':12 'mtl':6 'rem20':22 'rue':4 'régulier':13",1020298,280,280,rue Charon  ,,50,4,27,1963,1000,,,Logement,Régulier,0037-76-3561-0-000-0000,996,1909,Arrondissement du Sud-Ouest (Montréal)
