_id,_full_text,ID_UEV,CIVIQUE_DEBUT,CIVIQUE_FIN,NOM_RUE,SUITE_DEBUT,MUNICIPALITE,ETAGE_HORS_SOL,NOMBRE_LOGEMENT,ANNEE_CONSTRUCTION,CODE_UTILISATION,LETTRE_DEBUT,LETTRE_FIN,LIBELLE_UTILISATION,CATEGORIE_UEF,MATRICULE83,SUPERFICIE_TERRAIN,SUPERFICIE_BATIMENT,NO_ARROND_ILE_CUM
25149,"-0002':20 '-001':19 '-2':18 '-7250':17 '-84':16 '01119396':1 '1000':12 '1923':11 '2365':2,3 '24':10 '4':9 '4297':22 '50':8 '993':21 '9937':15 'colerain':6 'condominium':14 'de':5 'logement':13 'mtl':7 'rem20':23 'rue':4",1119396,2365,2365,rue de Coleraine  ,,50,4,24,1923,1000,,,Logement,Condominium,9937-84-7250-2-001-0002,993,4297,Arrondissement du Sud-Ouest (Montréal)
25296,-0':19 '-000':20 '-0000':21 '-7059':18 '-86':17 '0037':16 '01119582':1 '1000':13 '1993':12 '2001':2 '2041':3 '2431':23 '25':11 '2533':22 '3':10 '50':9 'dick':6 'dick-irvin':5 'irvin':7 'logement':14 'mtl':8 'rem20':24 'rue':4 'régulier':15,1119582,2001,2041,rue Dick-Irvin  ,,50,3,25,1993,1000,,,Logement,Régulier,0037-86-7059-0-000-0000,2533,2431,Arrondissement du Sud-Ouest (Montréal)
25358,"-000':21 '-0000':22 '-3422':19 '-9':20 '-96':18 '01096128':1 '1000':14 '1750':24 '1984':13 '211':2,3 '3':11 '35':12 '50':10 '697':23 '9940':17 'de':5 'gauchetièr':7 'la':6 'logement':15 'mtl':9 'ouest':8 'rem19':25 'rue':4 'régulier':16",1096128,211,211,rue De La Gauchetière Ouest  ,,50,3,35,1984,1000,,,Logement,Régulier,9940-96-3422-9-000-0000,697,1750,Arrondissement de Ville-Marie (Montréal)
25412,"-000':20 '-0000':21 '-5':19 '-5799':18 '-85':17 '0037':16 '01122429':1 '1000':13 '1134':22 '1994':12 '200':2,3 '2564':23 '27':11 '5':10 '50':9 'frank':6 'frank-selk':5 'logement':14 'mtl':8 'rem20':24 'rue':4 'régulier':15 'selk':7",1122429,200,200,rue Frank-Selke  ,,50,5,27,1994,1000,,,Logement,Régulier,0037-85-5799-5-000-0000,1134,2564,Arrondissement du Sud-Ouest (Montréal)
25413,-000':20 '-0000':21 '-2389':18 '-8':19 '-85':17 '0037':16 '01122430':1 '1000':13 '1476':22 '1994':12 '23':11 '240':2 '250':3 '3':10 '50':9 '952':23 'frank':6 'frank-selk':5 'logement':14 'mtl':8 'rem20':24 'rue':4 'régulier':15 'selk':7,1122430,240,250,rue Frank-Selke  ,,50,3,23,1994,1000,,,Logement,Régulier,0037-85-2389-8-000-0000,1476,952,Arrondissement du Sud-Ouest (Montréal)
25552,-000':24 '-0000':25 '-16':21 '-4':23 '-4289':22 '03034762':1 '1000':17 '1364':27 '1943':16 '24':15 '3':14 '50':13 '5230':2 '5240':3 '892':26 '9438':20 'catherin':10 'chemin':4 'côte':8 'côte-sainte-catherin':7 'de':5 'la':6 'logement':18 'mtl':11 'rem34':28 'régulier':19 'saint':9,3034762,5230,5240,chemin de la Côte-Sainte-Catherine  ,,50,3,24,1943,1000,,,Logement,Régulier,9438-16-4289-4-000-0000,892,1364,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
25572,-000':20 '-0000':21 '-1522':18 '-3':19 '-93':17 '01093118':1 '1000':13 '1448':23 '1956':12 '3':10 '32':11 '3989':2 '4005':3 '50':9 '662':22 '9842':16 'deni':7 'logement':14 'mtl':8 'rem21':24 'rue':4 'régulier':15 'saint':6 'saint-deni':5,1093118,3989,4005,rue Saint-Denis  ,,50,3,32,1956,1000,,,Logement,Régulier,9842-93-1522-3-000-0000,662,1448,Arrondissement du Plateau-Mont-Royal (Montréal)
25597,"-000':18 '-0000':19 '-36':15 '-7':17 '-8676':16 '01094815':1 '1000':11 '1910':10 '2277':20 '27':9 '3':8 '3762':21 '50':7 '5000':2,3 '9843':14 'garnier':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13",1094815,5000,5000,rue Garnier  ,,50,3,27,1910,1000,,,Logement,Régulier,9843-36-8676-7-000-0000,2277,3762,Arrondissement du Plateau-Mont-Royal (Montréal)
25701,-000':20 '-0000':21 '-1':19 '-30':17 '-3006':18 '01101951':1 '1000':13 '1600':2 '1650':3 '2007':22 '24':11 '3':10 '50':9 '9939':16 '9999':12 'jacqu':7 'logement':14 'mtl':8 'rem20':23 'rue':4 'régulier':15 'saint':6 'saint-jacqu':5,1101951,1600,1650,rue Saint-Jacques  ,,50,3,24,9999,1000,,,Logement,Régulier,9939-30-3006-1-000-0000,2007,,Arrondissement du Sud-Ouest (Montréal)
25702,-000':18 '-0000':19 '-39':15 '-5890':16 '-9':17 '01101952':1 '1000':11 '1985':20 '24':9 '3':8 '50':7 '630':2 '650':3 '9938':14 '9999':10 'guy':5 'logement':12 'mtl':6 'rem20':21 'rue':4 'régulier':13,1101952,630,650,rue Guy  ,,50,3,24,9999,1000,,,Logement,Régulier,9938-39-5890-9-000-0000,1985,,Arrondissement du Sud-Ouest (Montréal)
25745,"-000':20 '-0000':21 '-2':19 '-21':17 '-6256':18 '0041':16 '01097550':1 '1000':13 '1010':2,3 '1456':23 '1988':12 '21':11 '3':10 '50':9 '861':22 'logement':14 'mtl':8 'rem19':24 'rue':4 'régulier':15 'saint':6 'sainte-élisabeth':5 'élisabeth':7",1097550,1010,1010,rue Sainte-Élisabeth  ,,50,3,21,1988,1000,,,Logement,Régulier,0041-21-6256-2-000-0000,861,1456,Arrondissement de Ville-Marie (Montréal)
26369,"-000':19 '-0000':20 '-1':18 '-6077':17 '-89':16 '01102075':1 '1000':12 '1564':21 '1772':22 '1988':11 '22':10 '3':9 '313':2,3 '50':8 '9837':15 'de':5 'logement':13 'lévis':6 'mtl':7 'rem20':23 'rue':4 'régulier':14",1102075,313,313,rue De Lévis  ,,50,3,22,1988,1000,,,Logement,Régulier,9837-89-6077-1-000-0000,1564,1772,Arrondissement du Sud-Ouest (Montréal)
26743,"-0':17 '-000':18 '-0000':19 '-5777':16 '-79':15 '01105989':1 '1000':11 '1085':20 '1990':10 '29':7 '3235':21 '40':9 '5':8 '80':2,3 '9737':14 'avenu':4 'hillsid':5 'logement':12 'rem99':22 'régulier':13 'wmt':6",1105989,80,80,avenue Hillside  ,,29,5,40,1990,1000,,,Logement,Régulier,9737-79-5777-0-000-0000,1085,3235,(Westmount)
27091,"-000':18 '-0000':19 '-26':15 '-4':17 '-6323':16 '03075383':1 '1000':11 '1558':21 '1962':10 '24':9 '4':8 '50':7 '5355':2,3 '566':20 '9336':14 'avenu':4 'logement':12 'mtl':6 'rem34':22 'régulier':13 'walkley':5",3075383,5355,5355,avenue Walkley  ,,50,4,24,1962,1000,,,Logement,Régulier,9336-26-6323-4-000-0000,566,1558,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
27110,"-000':18 '-0000':19 '-14':15 '-3':17 '-9342':16 '02034950':1 '1000':11 '1430':21 '1965':10 '20':9 '26e':4 '4':8 '50':7 '512':20 '6860':2,3 '9847':14 'avenu':5 'logement':12 'mtl':6 'rem24':22 'régulier':13",2034950,6860,6860,26e Avenue  ,,50,4,20,1965,1000,,,Logement,Régulier,9847-14-9342-3-000-0000,512,1430,Arrondissement de Rosemont - La Petite-Patrie
27492,"-000':20 '-0000':21 '-1':19 '-21':17 '-9236':18 '0041':16 '01108502':1 '1000':2,13 '1008':3 '1422':23 '1989':12 '21':11 '3':10 '50':9 '842':22 'logement':14 'mtl':8 'rem19':24 'rue':4 'régulier':15 'saint':6 'sainte-élisabeth':5 'élisabeth':7",1108502,1000,1008,rue Sainte-Élisabeth  ,,50,3,21,1989,1000,,,Logement,Régulier,0041-21-9236-1-000-0000,842,1422,Arrondissement de Ville-Marie (Montréal)
27700,"-000':20 '-0000':21 '-6':19 '-84':17 '-9008':18 '01104269':1 '1000':13 '1389':23 '1989':12 '24':11 '3':10 '4660':2,3 '50':9 '938':22 '9742':16 'dominiqu':7 'logement':14 'mtl':8 'rem21':24 'rue':4 'régulier':15 'saint':6 'saint-dominiqu':5",1104269,4660,4660,rue Saint-Dominique  ,,50,3,24,1989,1000,,,Logement,Régulier,9742-84-9008-6-000-0000,938,1389,Arrondissement du Plateau-Mont-Royal (Montréal)
27720,"-0002':20 '-1':18 '-146':19 '-7220':17 '-83':16 '01109186':1 '1000':12 '1989':11 '29':10 '3540':2,3 '50':8 '6':9 '881':21 '9841':15 'avenu':4 'condominium':14 'du':5 'logement':13 'mtl':7 'parc':6 'rem21':22",1109186,3540,3540,avenue du Parc  ,,50,6,29,1989,1000,,,Logement,Condominium,9841-83-7220-1-146-0002,881,,Arrondissement du Plateau-Mont-Royal (Montréal)
27721,"-0002':20 '-041':19 '-1':18 '-7220':17 '-83':16 '01109187':1 '1':9 '1000':12 '1948':11 '24':10 '3509':2,3 '50':8 '736':21 '9841':15 'condominium':14 'hutchison':5 'logement':13 'mtl':6 'rem21':22 'rue':4",1109187,3509,3509,rue Hutchison  ,,50,1,24,1948,1000,,,Logement,Condominium,9841-83-7220-1-041-0002,736,,Arrondissement du Plateau-Mont-Royal (Montréal)
28109,-000':19 '-0000':20 '-1406':17 '-31':16 '-7':18 '0041':15 '01110748':1 '1000':12 '1991':11 '209':2 '221':3 '2995':22 '30':10 '50':8 '6':9 '941':21 'avenu':4 'est':6 'logement':13 'mtl':7 'rem19':23 'régulier':14 'viger':5,1110748,209,221,avenue Viger Est  ,,50,6,30,1991,1000,,,Logement,Régulier,0041-31-1406-7-000-0000,941,2995,Arrondissement de Ville-Marie (Montréal)
28145,"-000':18 '-0000':19 '-1':17 '-1704':16 '-49':15 '01102027':1 '1000':11 '1925':10 '31':9 '3287':21 '4':8 '4160':2,3 '50':7 '860':20 '9841':14 'clark':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13",1102027,4160,4160,rue Clark  ,,50,4,31,1925,1000,,,Logement,Régulier,9841-49-1704-1-000-0000,860,3287,Arrondissement du Plateau-Mont-Royal (Montréal)
28418,"-0006':23 '-074':22 '-1':21 '-7220':20 '-83':19 '01109234':1 '1000':13 '1915':12 '2173':24 '29':11 '3500':2,3 '4':10 '50':9 '9841':18 'b':15 'condominium':17 'famill':7 'logement':16 'mtl':8 'rem21':25 'rue':4 'saint':6 'sainte-famill':5",1109234,3500,3500,rue Sainte-Famille  ,,50,4,29,1915,1000,A,B,Logement,Condominium,9841-83-7220-1-074-0006,2173,,Arrondissement du Plateau-Mont-Royal (Montréal)
28796,"-0':18 '-000':19 '-0000':20 '-29':16 '-9150':17 '03029252':1 '1000':12 '11920':2,3 '1863':22 '1968':11 '4':9 '40':10 '50':8 '793':21 '8842':15 'grenet':5 'logement':13 'mtl':6 'rem23':23 'rue':4 'régulier':14 'slr':7",3029252,11920,11920,rue Grenet  ,,50,4,40,1968,1000,,,Logement,Régulier,8842-29-9150-0-000-0000,793,1863,Arrondissement d'Ahuntsic-Cartierville
28813,-0002':21 '-097':20 '-1':19 '-7220':18 '-83':17 '01109225':1 '1000':13 '1230':22 '1900':12 '2':10 '27':11 '3601':2 '3605':3 '50':9 '9841':16 'condominium':15 'jeann':6 'jeanne-m':5 'logement':14 'manc':7 'mtl':8 'rem21':23 'rue':4,1109225,3601,3605,rue Jeanne-Mance  ,,50,2,27,1900,1000,,,Logement,Condominium,9841-83-7220-1-097-0002,1230,,Arrondissement du Plateau-Mont-Royal (Montréal)
28984,"-0002':19 '-056':18 '-1':17 '-7220':16 '-83':15 '01109219':1 '1000':11 '1707':20 '1900':10 '221':2,3 '25':9 '3':8 '50':7 '9841':14 'condominium':13 'logement':12 'milton':5 'mtl':6 'rem21':21 'rue':4",1109219,221,221,rue Milton  ,,50,3,25,1900,1000,,,Logement,Condominium,9841-83-7220-1-056-0002,1707,,Arrondissement du Plateau-Mont-Royal (Montréal)
29121,-000':18 '-0000':19 '-2877':16 '-3':17 '-80':15 '01104820':1 '1000':11 '1986':10 '2015':2 '2017':3 '2146':20 '3945':21 '4':8 '40':9 '50':7 '9844':14 'gilford':5 'logement':12 'mtl':6 'rem21':22 'rue':4 'régulier':13,1104820,2015,2017,rue Gilford  ,,50,4,40,1986,1000,,,Logement,Régulier,9844-80-2877-3-000-0000,2146,3945,Arrondissement du Plateau-Mont-Royal (Montréal)
29227,-0008':21 '-020':20 '-1':19 '-7220':18 '-83':17 '01109206':1 '1000':12 '1985':11 '21':10 '3500':2 '3508':3 '5':9 '50':8 '807':22 '9841':16 'avenu':4 'condominium':15 'du':5 'logement':14 'mtl':7 'parc':6 'rem21':23,1109206,3500,3508,avenue du Parc  ,,50,5,21,1985,1000,,A,Logement,Condominium,9841-83-7220-1-020-0008,807,,Arrondissement du Plateau-Mont-Royal (Montréal)
29273,"-000':22 '-0000':23 '-45':19 '-7':21 '-8823':20 '02033654':1 '1000':15 '1893':25 '1965':14 '31':13 '4':12 '50':11 '5330':2,3 '653':24 '9946':18 'boulevard':4 'ix':7 'logement':16 'mtl':8 'mtn':9 'pie':6 'pie-ix':5 'rem24':26 'régulier':17 'sln':10",2033654,5330,5330,boulevard Pie-IX  ,,50,4,31,1965,1000,,,Logement,Régulier,9946-45-8823-7-000-0000,653,1893,Arrondissement de Rosemont - La Petite-Patrie
29309,-0002':20 '-027':19 '-1':18 '-7220':17 '-83':16 '01109212':1 '1000':12 '1676':21 '1885':11 '22':10 '3':9 '3520':2 '3522':3 '50':8 '9841':15 'avenu':4 'condominium':14 'du':5 'logement':13 'mtl':7 'parc':6 'rem21':22,1109212,3520,3522,avenue du Parc  ,,50,3,22,1885,1000,,,Logement,Condominium,9841-83-7220-1-027-0002,1676,,Arrondissement du Plateau-Mont-Royal (Montréal)
29369,-000':19 '-0000':20 '-22':16 '-3':18 '-3460':17 '01102369':1 '1000':12 '1988':11 '3':9 '300':2 '3245':22 '330':3 '3356':21 '36':10 '50':8 '9743':15 'du':5 'lao':6 'logement':13 'mtl':7 'rem21':23 'rue':4 'régulier':14,1102369,300,330,rue du Laos  ,,50,3,36,1988,1000,,,Logement,Régulier,9743-22-3460-3-000-0000,3356,3245,Arrondissement du Plateau-Mont-Royal (Montréal)
29520,"-000':19 '-0000':20 '-1654':17 '-2':18 '-84':16 '02035854':1 '1000':12 '1371':22 '1964':11 '28':10 '29e':4 '3':9 '50':8 '578':21 '6515':2,3 '9847':15 'avenu':5 'logement':13 'mtl':6 'rem24':23 'régulier':14 'sln':7",2035854,6515,6515,29e Avenue  ,,50,3,28,1964,1000,,,Logement,Régulier,9847-84-1654-2-000-0000,578,1371,Arrondissement de Rosemont - La Petite-Patrie
29693,"-000':21 '-0000':22 '-3399':19 '-47':18 '-8':20 '0041':17 '01126625':1 '1000':14 '1350':23 '1988':13 '2347':24 '31':12 '4':11 '50':10 '965':2,3 'boulevard':4 'est':8 'logement':15 'lévesqu':7 'mtl':9 'rem19':25 'rené':6 'rené-lévesqu':5 'régulier':16",1126625,965,965,boulevard René-Lévesque Est  ,,50,4,31,1988,1000,,,Logement,Régulier,0041-47-3399-8-000-0000,1350,2347,Arrondissement de Ville-Marie (Montréal)
29794,-000':20 '-0000':21 '-2':19 '-4287':18 '-71':17 '01112154':1 '1000':13 '1689':22 '1921':2 '1933':3 '1991':12 '2382':23 '24':11 '3':10 '50':9 '9938':16 'augustin':6 'augustin-cantin':5 'cantin':7 'logement':14 'mtl':8 'rem20':24 'rue':4 'régulier':15,1112154,1921,1933,rue Augustin-Cantin  ,,50,3,24,1991,1000,,,Logement,Régulier,9938-71-4287-2-000-0000,1689,2382,Arrondissement du Sud-Ouest (Montréal)
29859,-0004':20 '-013':19 '-1':18 '-7220':17 '-83':16 '01109197':1 '1':9 '1000':12 '1163':21 '1800':11 '24':10 '3687':2 '3733':3 '50':8 '9841':15 'condominium':14 'hutchison':5 'logement':13 'mtl':6 'rem21':22 'rue':4,1109197,3687,3733,rue Hutchison  ,,50,1,24,1800,1000,,,Logement,Condominium,9841-83-7220-1-013-0004,1163,,Arrondissement du Plateau-Mont-Royal (Montréal)
29878,"-000':19 '-0000':20 '-5620':17 '-8':18 '-84':16 '01111906':1 '1000':12 '1723':21 '1900':11 '2133':22 '2387':2,3 '24':10 '3':9 '50':8 '9937':15 'colerain':6 'de':5 'logement':13 'mtl':7 'rem20':23 'rue':4 'régulier':14",1111906,2387,2387,rue de Coleraine  ,,50,3,24,1900,1000,,,Logement,Régulier,9937-84-5620-8-000-0000,1723,2133,Arrondissement du Sud-Ouest (Montréal)
30080,"-000':19 '-0000':20 '-0231':17 '-20':16 '-4':18 '03029241':1 '1000':12 '11970':2,3 '1863':22 '1970':11 '33':10 '4':9 '50':8 '811':21 '8843':15 'grenet':5 'logement':13 'mtl':6 'rem23':23 'rue':4 'régulier':14 'slr':7",3029241,11970,11970,rue Grenet  ,,50,4,33,1970,1000,,,Logement,Régulier,8843-20-0231-4-000-0000,811,1863,Arrondissement d'Ahuntsic-Cartierville
30148,"-000':20 '-0000':21 '-0541':18 '-1':19 '-71':17 '03071247':1 '1000':13 '1060':22 '1855':23 '1963':12 '33':11 '4':10 '50':9 '6060':2,3 '8743':16 'logement':14 'mtl':8 'nelligan':7 'rem23':24 'rue':4 'régulier':15 'émile':6 'émile-nelligan':5",3071247,6060,6060,rue Émile-Nelligan  ,,50,4,33,1963,1000,,,Logement,Régulier,8743-71-0541-1-000-0000,1060,1855,Arrondissement d'Ahuntsic-Cartierville
30177,"-0002':20 '-015':19 '-1':18 '-7220':17 '-83':16 '01109166':1 '1':9 '1000':12 '1344':21 '1924':11 '23':10 '3737':2,3 '50':8 '9841':15 'condominium':14 'hutchison':5 'logement':13 'mtl':6 'rem21':22 'rue':4",1109166,3737,3737,rue Hutchison  ,,50,1,23,1924,1000,,,Logement,Condominium,9841-83-7220-1-015-0002,1344,,Arrondissement du Plateau-Mont-Royal (Montréal)
30217,"-0':17 '-000':18 '-0000':19 '-26':15 '-7715':16 '03075381':1 '1000':11 '1641':21 '1962':10 '24':9 '4':8 '50':7 '5345':2,3 '613':20 '9336':14 'avenu':4 'logement':12 'mtl':6 'rem34':22 'régulier':13 'walkley':5",3075381,5345,5345,avenue Walkley  ,,50,4,24,1962,1000,,,Logement,Régulier,9336-26-7715-0-000-0000,613,1641,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
30262,"-0':17 '-000':18 '-0000':19 '-01':15 '-8012':16 '02033529':1 '1000':11 '1071':20 '1665':21 '1958':10 '21e':4 '28':9 '3':8 '50':7 '6855':2,3 '9847':14 'avenu':5 'logement':12 'mtl':6 'rem24':22 'régulier':13",2033529,6855,6855,21e Avenue  ,,50,3,28,1958,1000,,,Logement,Régulier,9847-01-8012-0-000-0000,1071,1665,Arrondissement de Rosemont - La Petite-Patrie
30332,"-000':22 '-0000':23 '-2':21 '-4364':20 '-76':19 '0144':18 '02161702':1 '1000':15 '1919':25 '1993':14 '27':13 '3':12 '3454':2,3 '50':11 '979':24 'catherin':7 'est':8 'logement':16 'mte':9 'mtl':10 'rem22':26 'rue':4 'régulier':17 'saint':6 'sainte-catherin':5",2161702,3454,3454,rue Sainte-Catherine Est  ,,50,3,27,1993,1000,,,Logement,Régulier,0144-76-4364-2-000-0000,979,1919,Arrondissement de Mercier - Hochelaga-Maisonneuve (Montréal)
30389,-0002':20 '-001':19 '-1':18 '-7220':17 '-83':16 '01109231':1 '1':9 '1000':12 '1878':21 '1900':11 '23':10 '3658':2 '3660':3 '50':8 '9841':15 'avenu':4 'condominium':14 'du':5 'logement':13 'mtl':7 'parc':6 'rem21':22,1109231,3658,3660,avenue du Parc  ,,50,1,23,1900,1000,,,Logement,Condominium,9841-83-7220-1-001-0002,1878,,Arrondissement du Plateau-Mont-Royal (Montréal)
30616,"-000':21 '-0000':22 '-2':20 '-5022':19 '-71':18 '01128836':1 '1000':14 '1831':2,3 '1957':13 '20':12 '2045':24 '4':11 '50':10 '775':23 '9839':17 'boulevard':4 'logement':15 'lévesqu':7 'mtl':9 'ouest':8 'rem19':25 'rené':6 'rené-lévesqu':5 'régulier':16",1128836,1831,1831,boulevard René-Lévesque Ouest  ,,50,4,20,1957,1000,,,Logement,Régulier,9839-71-5022-2-000-0000,775,2045,Arrondissement de Ville-Marie (Montréal)
31291,"-000':20 '-0000':21 '-4201':18 '-5':19 '-68':17 '03008730':1 '1000':13 '1969':12 '26':11 '375':22 '4':10 '50':9 '6435':2,3 '829':23 '9643':16 'deni':7 'logement':14 'mtl':8 'rem24':24 'rue':4 'régulier':15 'saint':6 'saint-deni':5",3008730,6435,6435,rue Saint-Denis  ,,50,4,26,1969,1000,,,Logement,Régulier,9643-68-4201-5-000-0000,375,829,Arrondissement de Rosemont - La Petite-Patrie
31301,-000':21 '-0000':22 '-09':18 '-4814':19 '-7':20 '05072434':1 '1000':14 '1800':24 '1909':23 '2001':13 '24':12 '3':11 '50':10 '6429':2 '6435':3 '9535':17 'boulevard':4 'de':5 'logement':15 'maisonneuv':6 'mtl':8 'ouest':7 'rem34':25 'régulier':16 'wmt':9,5072434,6429,6435,boulevard De Maisonneuve Ouest  ,,50,3,24,2001,1000,,,Logement,Régulier,9535-09-4814-7-000-0000,1909,1800,Arrondissement de Côte-des-Neiges - Notre-Dame-de-Grâce (Montréal)
31575,"-000':20 '-0000':21 '-1733':18 '-5':19 '-75':17 '03014882':1 '1000':13 '1083':22 '1397':23 '1969':12 '24':11 '3':10 '50':9 '8390':2,3 '9445':16 'avenu':4 'christoph':6 'christophe-colomb':5 'colomb':7 'logement':14 'mtl':8 'rem25':24 'régulier':15",3014882,8390,8390,avenue Christophe-Colomb  ,,50,3,24,1969,1000,,,Logement,Régulier,9445-75-1733-5-000-0000,1083,1397,Arrondissement de Villeray - Saint-Michel - Parc-Extension (Montréal)
31597,-0':19 '-000':20 '-0000':21 '-5815':18 '-61':17 '01112148':1 '1000':13 '1694':22 '1991':12 '2025':2 '2035':3 '24':11 '2596':23 '3':10 '50':9 '9938':16 'augustin':6 'augustin-cantin':5 'cantin':7 'logement':14 'mtl':8 'rem20':24 'rue':4 'régulier':15,1112148,2025,2035,rue Augustin-Cantin  ,,50,3,24,1991,1000,,,Logement,Régulier,9938-61-5815-0-000-0000,1694,2596,Arrondissement du Sud-Ouest (Montréal)
31717,"-000':20 '-0000':21 '-4385':18 '-5':19 '-72':17 '02011791':1 '1000':13 '1261':23 '1959':12 '25':11 '3':10 '4395':2,3 '484':22 '50':9 '9847':16 'anj':7 'beaubien':5 'est':6 'logement':14 'mtl':8 'rem24':24 'rue':4 'régulier':15",2011791,4395,4395,rue Beaubien Est  ,,50,3,25,1959,1000,,,Logement,Régulier,9847-72-4385-5-000-0000,484,1261,Arrondissement de Rosemont - La Petite-Patrie